horizon,blocked_regimes,exit_strategy,trailing_pct,timeout,total_pnl,total_pnl_pct,win_rate,total_trades,profit_factor,max_drawdown_pct,sharpe,expectancy,time_seconds,time_data_split,time_build_similarity,time_init_decision,time_walk_forward,time_calc_metrics
120,HIGH_VOL,TP+TRAIL_1%,0.01,0,-1044.9018307647161,-10.44901830764716,73.91304347826086,69,0.37588932649548734,13.885915176260477,-0.09586864153766583,-15.143504793691537,173.51623225212097,0,0,0,0,0
120,TREND_HIGH_VOL,TP+TRAIL_1%,0.01,0,-1044.9018307647161,-10.44901830764716,73.91304347826086,69,0.37588932649548734,13.885915176260477,-0.09586864153766583,-15.143504793691537,161.59808111190796,0,0,0,0,0
120,"HIGH_VOL,TREND_LOW_VOL",TP+TRAIL_1%,0.01,0,-1094.937762495911,-10.949377624959112,81.76470588235294,170,0.592055603025815,20.189637574831377,-0.04132988485336844,-6.44081036762301,489.0952606201172,0,0,0,0,0
120,TREND_LOW_VOL,TP+TRAIL_1%,0.01,0,-1094.937762495911,-10.949377624959112,81.76470588235294,170,0.592055603025815,20.189637574831377,-0.04132988485336844,-6.44081036762301,323.3515155315399,0,0,0,0,0
30,NONE,TP_ONLY,0.0,0,-1457.7918845472884,-14.577918845472885,99.2094861660079,253,0.49879436215513834,29.06953145313471,-0.031462908898738054,-5.762023259080191,350.84072947502136,0,0,0,0,0
30,NONE,TP+TRAIL_1%,0.01,0,-1457.7918845472884,-14.577918845472885,99.2094861660079,253,0.49879436215513834,29.06953145313471,-0.031462908898738054,-5.762023259080191,353.46533036231995,0,0,0,0,0
30,NONE,TP+TRAIL_2%,0.02,0,-1457.7918845472884,-14.577918845472885,99.2094861660079,253,0.49879436215513834,29.06953145313471,-0.031462908898738054,-5.762023259080191,350.9093244075775,0,0,0,0,0
30,HIGH_VOL,TP_ONLY,0.0,0,-1457.7918845472884,-14.577918845472885,99.2094861660079,253,0.49879436215513834,29.06953145313471,-0.031462908898738054,-5.762023259080191,349.1982367038727,0,0,0,0,0
30,TREND_HIGH_VOL,TP_ONLY,0.0,0,-1457.7918845472884,-14.577918845472885,99.2094861660079,253,0.49879436215513834,29.06953145313471,-0.031462908898738054,-5.762023259080191,420.01664185523987,0,0,0,0,0
30,TREND_HIGH_VOL,TP+TRAIL_1%,0.01,0,-1457.7918845472884,-14.577918845472885,99.2094861660079,253,0.49879436215513834,29.06953145313471,-0.031462908898738054,-5.762023259080191,441.0643367767334,0,0,0,0,0
30,HIGH_VOL,TP+TRAIL_2%,0.02,0,-1457.7918845472884,-14.577918845472885,99.2094861660079,253,0.49879436215513834,29.06953145313471,-0.031462908898738054,-5.762023259080191,351.2436294555664,0,0,0,0,0
30,HIGH_VOL,TP+TRAIL_1%,0.01,0,-1457.7918845472884,-14.577918845472885,99.2094861660079,253,0.49879436215513834,29.06953145313471,-0.031462908898738054,-5.762023259080191,353.45870876312256,0,0,0,0,0
30,TREND_HIGH_VOL,TP+TRAIL_2%,0.02,0,-1457.7918845472884,-14.577918845472885,99.2094861660079,253,0.49879436215513834,29.06953145313471,-0.031462908898738054,-5.762023259080191,423.30954790115356,0,0,0,0,0
10,"HIGH_VOL,TREND_LOW_VOL",TP+TRAIL_0.5%,0.005,0,-1492.4445583321763,-14.924445583321763,7.6923076923076925,481,0.018569658350730867,14.936615702620912,-0.5954087883089416,-3.1027953395679355,696.9186549186707,0,0,0,0,0
10,"HIGH_VOL,TREND_LOW_VOL",TP+TRAIL_1%,0.01,0,-1492.4445583321763,-14.924445583321763,7.6923076923076925,481,0.018569658350730867,14.936615702620912,-0.5954087883089416,-3.1027953395679355,696.5127160549164,0,0,0,0,0
10,"HIGH_VOL,TREND_LOW_VOL",TP+TRAIL_2%,0.02,0,-1492.4445583321763,-14.924445583321763,7.6923076923076925,481,0.018569658350730867,14.936615702620912,-0.5954087883089416,-3.1027953395679355,697.2690858840942,0,0,0,0,0
10,TREND_LOW_VOL,TP_ONLY,0.0,0,-1492.4445583321763,-14.924445583321763,7.6923076923076925,481,0.018569658350730867,14.936615702620912,-0.5954087883089416,-3.1027953395679355,687.8669409751892,0,0,0,0,0
10,TREND_LOW_VOL,TP+TRAIL_0.5%,0.005,0,-1492.4445583321763,-14.924445583321763,7.6923076923076925,481,0.018569658350730867,14.936615702620912,-0.5954087883089416,-3.1027953395679355,688.4077320098877,0,0,0,0,0
10,TREND_LOW_VOL,TP+TRAIL_1%,0.01,0,-1492.4445583321763,-14.924445583321763,7.6923076923076925,481,0.018569658350730867,14.936615702620912,-0.5954087883089416,-3.1027953395679355,686.6599864959717,0,0,0,0,0
10,TREND_LOW_VOL,TP+TRAIL_2%,0.02,0,-1492.4445583321763,-14.924445583321763,7.6923076923076925,481,0.018569658350730867,14.936615702620912,-0.5954087883089416,-3.1027953395679355,691.2704043388367,0,0,0,0,0
10,"HIGH_VOL,TREND_LOW_VOL",TP_ONLY,0.0,0,-1492.4445583321763,-14.924445583321763,7.6923076923076925,481,0.018569658350730867,14.936615702620912,-0.5954087883089416,-3.1027953395679355,739.6274676322937,0,0,0,0,0
30,"HIGH_VOL,TREND_LOW_VOL",TP+TRAIL_1%,0.01,0,-1572.555711132933,-15.72555711132933,99.16317991631799,239,0.4593372369542817,29.06953145313471,-0.03492150764188244,-6.579731008924404,383.5727276802063,0,0,0,0,0
30,"HIGH_VOL,TREND_LOW_VOL",TP+TRAIL_2%,0.02,0,-1572.555711132933,-15.72555711132933,99.16317991631799,239,0.4593372369542817,29.06953145313471,-0.03492150764188244,-6.579731008924404,391.8017153739929,0,0,0,0,0
30,TREND_LOW_VOL,TP_ONLY,0.0,0,-1572.555711132933,-15.72555711132933,99.16317991631799,239,0.4593372369542817,29.06953145313471,-0.03492150764188244,-6.579731008924404,359.0122694969177,0,0,0,0,0
