total,target,horizon,total_up,total_down,total_flat,total_strong_up,total_strong_down,up_case0_pct,down_case0_pct,flat_case0_pct,strong_up_case0_pct,strong_down_case0_pct,up_case1_pct,down_case1_pct,flat_case1_pct,strong_up_case1_pct,strong_down_case1_pct,up_case2_pct,down_case2_pct,flat_case2_pct,strong_up_case2_pct,strong_down_case2_pct,up_case3_pct,down_case3_pct,flat_case3_pct,strong_up_case3_pct,strong_down_case3_pct,dataset
1049132,12,60,249310,247687,551866,50736,50848,17.01897236372388,0.0016149414381860978,3.0922361587776743,26.21412803532009,0.0,4.122979423208054,12.361972973955032,11.20072626325956,0.2345474613686534,13.530522341095027,69.86201917291726,64.08935470977484,60.57412487814071,73.06054872280038,65.61320012586532,8.996029040150816,23.547057374831944,25.132912699822057,0.4907757805108799,20.856277533039645,test
1049132,12,120,249323,247687,552062,50736,50848,17.023299093946406,0.0016149414381860978,3.126641572866816,26.21412803532009,0.0,4.122764446120093,12.361972973955032,11.196749640438936,0.2345474613686534,13.530522341095027,73.87084224078806,74.35755610912159,71.10324564994511,73.3246609902239,74.92526746381371,4.983094219145446,13.278855975485188,14.573363136749135,0.22666351308735416,11.544210195091251,test
1049132,15,5,239862,247687,541847,50263,50848,11.021754175317474,0.0016149414381860978,0.7708818171919379,23.038815828740823,0.0,6.181887918886693,14.374593741294456,14.171712679040393,1.0902652050215864,15.154971680302076,35.148126839599435,9.855583861890208,8.750440622537358,66.05654258599766,12.920862177470108,47.648231066196395,75.76820745537715,76.30696488123031,9.814376380239938,71.92416614222782,test
1049132,15,10,245706,247687,546024,50629,50848,13.138059306651037,0.0016149414381860978,1.5299693786353712,23.595172727093168,0.0,6.034854663703776,14.374593741294456,14.063301246831642,1.0823836141341918,15.154971680302076,45.01518074446697,21.67534024797426,18.938178541602568,68.58914851172253,26.21735368156073,35.81190528517822,63.9484510692931,65.46855083293042,6.73329514705011,58.627674638137194,test
1049132,15,15,247665,247687,548183,50699,50848,13.825126683221287,0.0016149414381860978,1.917790226986244,23.70066470739068,0.0,5.987119697979125,14.374593741294456,14.00791341577539,1.0808891694116256,15.154971680302076,50.62322088304767,30.161050034923107,26.3762283762904,69.89092487031301,34.943360604153554,29.564532735751925,55.462741282344254,57.69806798094797,5.327521252884672,49.90166771554437,test
1049132,15,30,248957,247687,550655,50732,50848,14.2723442200862,0.0016149414381860978,2.358100807220492,23.750295671371127,0.0,5.956048634904823,14.374593741294456,13.94502910170615,1.0801860758495625,15.154971680302076,59.58619359969794,45.2171490631321,40.405153862218626,71.76338405739968,49.531938325991185,20.185413545311036,40.406642254135264,43.291716228854725,3.406134195379642,35.31308999370673,test
1049132,15,60,249274,247687,551685,50735,50848,14.381363479544598,0.0016149414381860978,2.5403989595511933,23.75480437567754,0.0,5.948474369569229,14.374593741294456,13.91899362861053,1.0801222036069775,15.154971680302076,66.97890674518803,59.03418427289281,54.09499986405286,73.17433724253473,61.92377281309,12.691255405698149,26.589607044374553,29.445607547785418,1.9907361781807429,22.921255506607928,test
1049132,15,120,249323,247687,552033,50735,50848,14.398190299330588,0.0016149414381860978,2.6018372090074324,23.75480437567754,0.0,5.947305302759874,14.374593741294456,13.910219135450236,1.0801222036069775,15.154971680302076,72.54485145774758,70.47483315636268,66.14115460488776,74.14211096875924,72.06773127753304,7.1096529401619595,15.14895816090469,17.34678905065458,1.0229624519562432,12.777297042164884,test
1049132,20,5,237311,247686,542699,49454,50848,6.8340700599635085,0.001211210968726533,0.3453111208975878,17.515266712500505,0.0,9.569299358226125,17.5843608439718,18.769889017669094,3.2697051805718447,17.662444933920703,24.032177185212653,6.046365155882852,4.617292458618866,54.19379625510575,8.875471994965386,59.56445339659771,76.36806278917662,76.26750740281445,25.021231851821895,73.46208307111391,test
1049132,20,10,243479,247687,545413,50339,50848,9.194222088968658,0.0016149414381860978,0.8411974045356454,18.96541448975943,0.0,9.32688240053557,17.584289849689323,18.6764891925935,3.2122211406662826,17.662444933920703,34.25675314914223,15.145324542668773,11.799315381188201,60.17402014342756,20.39608244178729,47.22214236135355,67.26877066620372,68.68299802168265,17.648344226146726,61.941472624292004,test
1049132,20,15,246086,247687,547246,50557,50848,10.156205554155864,0.0016149414381860978,1.1733297273986472,19.314832763019957,0.0,9.228074738099687,17.584289849689323,18.613932308322035,3.1983701564570683,17.662444933920703,40.55817884804499,22.407312454832105,17.78651648435987,63.29687283660027,28.439663310258023,40.05754085969945,60.00678275404038,62.426221479919455,14.189924243922702,53.89789175582127,test
1049132,20,30,248402,247687,549857,50704,50848,10.993872835162358,0.0016149414381860978,1.6426088964949066,19.54875355001578,0.0,9.14203589343081,17.584289849689323,18.52554391414495,3.189097507100032,17.662444933920703,51.38283910757563,36.77988751932883,30.458282789889008,67.89207952035342,43.01250786658276,28.48125216383121,45.63420768954366,49.373564399471135,9.370069422530767,39.32504719949654,test
1049132,20,60,249145,247687,551355,50729,50848,11.2593068293564,0.0016149414381860978,1.9098403025274098,19.5884011117901,0.0,9.114772522025326,17.584289849689323,18.47521107090713,3.187525872774941,17.662444933920703,61.17321238636136,51.40197103602531,44.59069020866774,71.49362297699541,56.26376651982379,18.45270826225692,31.012124172847184,35.02425841789773,5.730450038439551,26.073788546255507,test
1049132,20,120,249303,247687,551908,50735,50848,11.315547747118968,0.0016149414381860978,2.0081245424962133,19.59791071252587,0.0,9.108995880514875,17.584289849689323,18.456699304956622,3.18714891100818,17.662444933920703,69.09102577987429,64.26538332653712,58.26822586373092,74.13816891692126,67.4893801132788,10.484430592491867,18.148711882335366,21.266950288816254,3.076771459544693,14.848174952800502,test
1049132,25,5,236268,247685,543739,48692,50848,4.349298254524523,0.00040373861961765954,0.17158967813601747,12.917933130699089,0.0,12.979328559093911,20.803439853039144,23.259137196338685,5.824365398833484,20.164018250471997,16.601486447593413,3.8912328158750022,2.5826729368318255,42.924915797256226,6.358165512901196,66.06988673878816,75.30492359246624,73.98660018869347,38.332785673211205,73.47781623662681,test
1049132,25,10,241746,247687,545440,49919,50848,6.516757257617499,0.0012112060786395734,0.4829128776767381,15.058394599250786,0.0,12.685215060435334,20.803271871353765,23.18660164271047,5.681203549750595,20.164018250471997,25.966923961513324,10.772466863420366,7.525667351129363,51.261042889480954,15.786264946507236,54.83110372043385,68.42305005914723,68.80481812848342,27.999358961517657,64.04971680302077,test
1049132,25,15,244614,247687,546851,50329,50848,7.612810386977033,0.0012112060786395734,0.7396896046637932,15.75036261399988,0.0,12.536486055581447,20.803271871353765,23.12677493503715,5.634922211846053,20.164018250471997,32.127351664254704,16.78004901347265,12.154316257993493,55.77301357070476,23.084487098804278,47.723351893186816,62.41546790909494,63.97921920230556,22.841701603449305,56.75149465072372,test
1049132,25,30,247652,247687,549276,50644,50848,8.746143782404342,0.0012112060786395734,1.1779141997829872,16.274385909485822,0.0,12.382698302456673,20.803271871353765,23.024672477952794,5.599873627675539,20.164018250471997,43.55506921002051,29.923249908150208,22.94256439385664,62.666850959639845,37.372168030207675,35.31608870511847,49.272267014417395,52.85484892840757,15.4588895031988,42.46381371932033,test
1049132,25,60,248915,247687,550943,50719,50848,9.20916778820079,0.0012112060786395734,1.476922295046856,16.398193970701318,0.0,12.319868228109998,20.803271871353765,22.955006234764756,5.591592894181668,20.164018250471997,54.874153827611835,44.63375146858737,36.6028790637144,68.39251562530806,51.10525487728131,23.596810156077375,34.56176545398023,38.96519240647399,9.617697509808949,28.7307268722467,test
1049132,25,120,249257,247687,551757,50733,50848,9.333739874908227,0.0012112060786395734,1.622272123416649,16.421264265862455,0.0,12.302964410227196,20.803271871353765,22.92114100953862,5.590049868921609,20.164018250471997,64.67902606546657,58.449979207628985,50.96808921318624,72.71795478288293,63.235525487728125,13.684269649398011,20.74553771493861,24.48849765385849,5.270731082332998,16.600456261799874,test
1049132,30,5,236321,247685,544699,48074,50848,2.840204636913351,0.00040373861961765954,0.0894071771749168,9.239921787244665,0.0,16.39718856978432,23.97440297151624,27.47682665104948,8.526438407455174,22.482693517935807,11.633329242851884,2.5907907220865214,1.5478273321595963,33.388109997087824,4.645217117684078,69.12927755045045,73.43440256777762,70.885938839616,48.84552980821234,72.87208936438012,test
1049132,30,10,240709,247687,545792,49445,50848,4.611377223120033,0.0012112060786395734,0.2894875703564728,11.75649711800991,0.0,16.09827634197309,23.974209385232168,27.421801712007504,8.290019213267266,22.482693517935807,19.760374560153547,7.804608235393864,4.925136315666041,43.053898270805945,12.42526746381372,59.52997187475333,68.21997117329532,67.36357440196998,36.89958539791688,65.09203901825047,test
