total,target,horizon,case0_count,case0_mfe_median,case0_mfe_p75,case0_mfe_p90,case0_mfe_p95,case0_mfe_p99,case0_mae_p95,case1_count,case1_mfe_median,case1_mfe_p75,case1_mfe_p90,case1_mfe_p95,case1_mfe_p99,case1_mae_p95,case2_count,case2_mfe_median,case2_mfe_p75,case2_mfe_p90,case2_mfe_p95,case2_mfe_p99,case2_mae_p95,case3_count,case3_mfe_median,case3_mfe_p75,case3_mfe_p90,case3_mfe_p95,case3_mfe_p99,case3_mae_p95,dataset
1049132,20,15,31418,22.900946208630426,26.204532307169963,31.265432034682085,35.844615263556534,51.47211779623986,0.0,168127,9.693865580916844,14.869211592846577,17.93356726406164,18.955504075384816,19.773075163251757,441.06830881101337,252644,23.340870603052085,27.07872408670037,32.964718159407276,38.489414298516294,56.04968503053153,28.707720613735976,588830,22.667352529776025,25.86834377605661,31.305378411364753,36.51851324180731,53.915942098298416,120.4025429530707,test
1049132,20,30,36345,22.72440060269195,25.81738669786935,30.724557950536877,35.08404717311695,50.24348645624235,0.0,168127,9.693865580916844,14.869211592846577,17.93356726406164,18.955504075384816,19.773075163251757,441.06830881101337,386212,23.041416054626545,26.475898421828703,31.97860713540855,37.109931851065376,53.97497172034727,36.65399883453493,455262,22.701352027398784,26.022143392094847,31.72561310219392,37.15684407430059,55.61577062083031,131.8802305068806,test
1049132,20,60,38586,22.644704194079623,25.672954002282644,30.46558765389986,34.75345590876242,49.40011675343134,0.0,168127,9.693865580916844,14.869211592846577,17.93356726406164,18.955504075384816,19.773075163251757,441.06830881101337,525579,22.884233426350345,26.176563267513536,31.49512161748359,36.41531357969371,52.64363197219861,47.51047032611018,315895,22.80067421974686,26.355777372138437,32.48339163581864,38.38343400088745,59.483333288395194,148.08351832464314,test
1049132,20,120,39297,22.608230402035726,25.620253800856577,30.378559510250717,34.688716629533296,48.99984728986154,0.0,168127,9.693865580916844,14.869211592846577,17.93356726406164,18.955504075384816,19.773075163251757,441.06830881101337,653010,22.813576852140187,26.066901276222318,31.401830337257486,36.36064809557952,52.77534357692382,61.2638376562309,188464,23.009279246136394,26.896101032270103,33.50501558892556,39.80444953384839,64.47618672814099,172.1985343295905,test
1049132,25,5,11210,28.983118969455987,33.272458572860046,39.903236473805826,46.18637583570427,65.21474468197817,0.0,208662,12.201062084352262,18.572323127700002,22.42606275124887,23.717090721565675,24.744379644676123,431.41476486593996,62905,29.68127043375261,34.84938720496514,42.78495116419638,50.285401932905884,75.3123695835764,22.423434139276967,744915,27.95876033168933,31.46664893312228,37.292692560122774,42.779096392592294,61.615431333850744,114.5043600410566,test
1049132,25,10,18391,28.4580423484326,32.24990777829685,38.257036588782896,43.69067928108978,62.483762050165204,0.0,208662,12.201062084352262,18.572323127700002,22.42606275124887,23.717090721565675,24.744379644676123,431.41476486593996,130504,29.0111305703969,33.49787324339865,40.50942953787657,46.968814035670704,67.75577173289693,26.709990074203112,677316,27.906410850087873,31.377586988546426,37.185237478185726,42.66860255223311,61.78773524365966,118.5997683423024,test
1049132,25,15,22670,28.20766429382645,31.7909893594483,37.49708010116585,42.709992259537735,60.253584132094254,0.0,208662,12.201062084352262,18.572323127700002,22.42606275124887,23.717090721565675,24.744379644676123,431.41476486593996,186616,28.72367751852536,32.8895691293073,39.50011019573705,45.54604640840598,65.27066715549581,30.531981387178405,621204,27.885659088352472,31.360051920789445,37.207860214848644,42.74659932205606,62.17374147794759,122.40484028157779,test
1049132,25,30,28133,27.951351393167013,31.334268710587736,36.69080799347167,41.66944728762604,58.58507882444938,0.0,208662,12.201062084352262,18.572323127700002,22.42606275124887,23.717090721565675,24.744379644676123,431.41476486593996,307999,28.352945098431636,32.11825063314314,38.20394709173744,43.831978164218,62.22604352949979,39.03895577367256,499821,27.893373302096066,31.446531870576457,37.483826431834316,43.209809264305655,63.60881912712348,132.5231084197822,test
1049132,25,60,31063,27.83397381411685,31.0945275208025,36.19613814634325,41.11134339912919,57.42237971239291,0.0,208662,12.201062084352262,18.572323127700002,22.42606275124887,23.717090721565675,24.744379644676123,431.41476486593996,448803,28.131805129032223,31.707522367527556,37.478454460228484,42.87068686845167,60.37795741146376,50.23429100464895,359017,27.973325341907753,31.724831227072332,38.168332243744906,44.16681911392134,66.64642357459645,147.05618177106328,test
1049132,25,120,32219,27.788921184458097,31.02454786264595,36.13092881069831,41.02146619329788,57.01148739381933,0.0,208662,12.201062084352262,18.572323127700002,22.42606275124887,23.717090721565675,24.744379644676123,431.41476486593996,587210,28.039311207257686,31.570099113278026,37.35553142789333,42.8047520861706,60.67423917857075,64.85259594587183,220610,28.13443344300385,32.15072093072432,38.91162411939984,45.04353678025052,71.40833645488536,170.12960187515966,test
